battery_id,cycle,chI,chV,chT,disI,disV,disT,BCt,SOH,RUL,Capacity_initial,R_internal_raw,R_internal,R_internal_smooth
B5,16,1.5494441200219171,4.180243537171988,26.609922324682252,2.058433872432468,3.580295879985091,29.77093438179336,1.9222265853241,96.111329266205,204,1.986195795996793,1.0332787045820133,1.0332787045820133,1.0270609880758403
B5,17,1.358166583749068,4.212071274592871,27.05896248623431,1.9509866774036684,3.8072056213002847,31.79556441920779,1.9165565675916008,95.82782837958004,203,1.986195795996793,1.036335597697856,1.036335597697856,1.0301794808365274
B5,18,1.326797612450857,4.186073803890466,26.67939772382858,1.894448368662486,3.572291284446168,31.633623908464592,1.9117605678558456,95.58802839279228,202,1.986195795996793,1.0389354343804837,1.0389354343804837,1.0330301718720354
B5,19,1.5685604375391793,4.1381437411296425,27.27125133625577,1.9908818710796428,4.179809935685908,26.84845729641802,1.907363800831384,95.3681900415692,201,1.986195795996793,1.041330340405458,1.041330340405458,1.035896798207079
B5,20,1.426717598795002,4.206902543045059,27.83236146064772,2.0019980609192207,4.028407870811173,31.44353300800732,1.899663203121699,94.98316015608496,200,1.986195795996793,1.0455515444700387,1.0455515444700387,1.0390863243071702
B5,21,1.45330122268637,4.198300293261579,25.35942499338097,1.8970148341497868,4.023047708522617,36.12104512172368,1.8924717619037064,94.62358809518533,199,1.986195795996793,1.0495246671468463,1.0495246671468463,1.0423355168201365
B5,22,1.3235754482012858,4.196091040535622,25.69145477301985,1.919122401467708,4.190725907536551,32.89522805906718,1.887854396074148,94.3927198037074,198,1.986195795996793,1.0520916232349005,1.0520916232349005,1.0454867219275452
B5,23,1.4005280934779445,4.14353429772579,26.37948252617109,2.0314058149866274,3.5956982598480542,33.19798325355427,1.885954582127164,94.2977291063582,197,1.986195795996793,1.0531514463919738,1.0531514463919738,1.0483299243298432
B5,24,1.5105092315862838,4.187590693243427,27.96720811522221,2.1716882187190394,3.491989426000304,31.512481662098388,1.8836367253907071,94.18183626953537,196,1.986195795996793,1.0544473725870964,1.0544473725870964,1.0509533307661711
B5,25,1.533072560017434,4.273612828838117,28.495013269502618,1.9335541616877767,3.5771349268455896,34.83228892495459,1.8783020419890517,93.91510209945255,195,1.986195795996793,1.0574421746853269,1.0574421746853269,1.0533314568092287
B5,26,1.4889763851962912,4.259123223899659,29.29586847968054,2.0122766176034923,3.519909586726539,33.05639319351254,1.8690386029237387,93.45193014618694,194,1.986195795996793,1.0626831317928829,1.0626831317928829,1.055963149738436
B5,27,1.4904573253582534,4.204346817325916,25.915638014465824,1.9232208116467115,3.458056275234779,32.31139220744456,1.871205746511556,93.5602873255778,193,1.986195795996793,1.0614523815457548,1.0614523815457548,1.057835301400607
B5,28,1.5325603640769254,4.22124599215677,26.81573820469604,1.931464905533795,3.990288209269029,32.08657179387803,1.860995593267933,93.04977966339663,192,1.986195795996793,1.0672759264888998,1.0672759264888998,1.060660197419992
B5,29,1.3471728635190034,4.2091936974641815,28.119929585953027,1.9427323566023311,3.494793505216451,30.039762070451054,1.85652647603498,92.826323801749,191,1.986195795996793,1.0698451229409613,1.0698451229409613,1.063739747490765
B5,30,1.4118260766821322,4.243953099178544,28.168071725634423,1.957580263678024,3.134916589234817,29.577412866486984,1.8577588742918512,92.88794371459257,190,1.986195795996793,1.069135410134375,1.069135410134375,1.066078394580575
B5,31,1.3125375394411187,4.21232266283016,26.256010962627883,2.128560385271941,3.37455331883207,34.52350452720562,1.8399530815449037,91.99765407724516,189,1.986195795996793,1.079481762833375,1.079481762833375,1.0694381207886732
B5,32,1.488058967982819,4.137660368564777,27.73792651040579,2.136396297920295,3.801286120102506,31.20722256761213,1.844025621373125,92.20128106865624,188,1.986195795996793,1.0770977219491145,1.0770977219491145,1.072567188869345
B5,33,1.3803576161257711,4.257790003934817,25.88568684075399,2.1166572402323816,3.2267170104459497,35.55802464689036,1.833854949902544,91.6927474951272,187,1.986195795996793,1.0830713716492926,1.0830713716492926,1.0757262779014236
B5,34,1.4185888586274602,4.172486588083379,26.51570724839665,2.032264134081977,3.5212261176824744,32.73593910321934,1.8276520153865288,91.38260076932646,186,1.986195795996793,1.0867472468913804,1.0867472468913804,1.0791067026915075
B5,35,1.380061262589814,4.172183248705271,24.79529493660421,1.8758965650875905,3.270142806347618,30.40269381689848,1.8243416628581437,91.21708314290716,185,1.986195795996793,1.0887192001552368,1.0887192001552368,1.08302346069568
B5,36,1.6964537984939927,4.251395615625493,24.33609476989208,1.948444606031904,3.374633520254544,37.010723340816014,1.8250231760379776,91.2511588018989,184,1.986195795996793,1.0883126428611785,1.0883126428611785,1.0847896367012406
B5,37,1.3937065835575535,4.209530798296948,26.112270112239127,1.985177283645904,3.888214863622197,34.08294304158816,1.8110581701692603,90.55290850846302,183,1.986195795996793,1.0967045833824125,1.0967045833824125,1.0887110089879002
B5,38,1.4610834416099747,4.301688018452668,25.29198383437473,1.8693139656446596,3.5943382657145477,32.4129711849531,1.810498556479761,90.52492782398808,182,1.986195795996793,1.0970435678549495,1.0970435678549495,1.0915054482290316
B5,39,1.4434756848672787,4.101977284205215,26.620524764206863,2.017820855681111,3.636873649101105,33.2959522979128,1.8097314516266576,90.48657258133288,181,1.986195795996793,1.0975085801882496,1.0975085801882496,1.0936577148884052
B5,40,1.4878675232235097,4.226813008125154,26.96555824820309,1.989062434422547,3.7397480614266736,31.095335387611293,1.798558349005696,89.9279174502848,180,1.986195795996793,1.1043265830629456,1.1043265830629456,1.0967791914699472
B5,41,1.2405606151120516,4.213346672397399,26.110370551298875,2.1364610066999856,3.733458679256368,33.93443696600824,1.7920944651211794,89.60472325605897,179,1.986195795996793,1.1083097652793035,1.1083097652793035,1.1007786159535722
B5,42,1.3173024758884244,4.120816644206331,28.724750331685023,1.908195346977284,3.6515689478613154,33.71619047345509,1.786120080632509,89.30600403162545,178,1.986195795996793,1.1120169452959916,1.1120169452959916,1.103841088336288
B5,43,1.5206318163920545,4.178021303718533,26.891644797660764,2.020205296095299,3.657557763199309,33.44399042841938,1.7749905242263415,88.74952621131708,177,1.986195795996793,1.1189895207257565,1.1189895207257565,1.1082302789104495
B5,44,1.2981574920492216,4.175273465050246,28.112496015121287,2.199686564371213,3.88413668246652,36.14216895328937,1.7743753925214114,88.71876962607057,176,1.986195795996793,1.1193774464908364,1.1193774464908364,1.1126040521709668
B5,45,1.5325991584819676,4.215713303480463,27.21861455202033,2.0687286909239804,3.5364254592192355,34.55734611667944,1.7652167595004378,88.26083797502189,175,1.986195795996793,1.1251852132646265,1.1251852132646265,1.116775778211303
B5,46,1.2828828616770418,4.24116320437702,26.27570497338492,2.0692087797276857,3.942600338791745,31.922036035565284,1.764737524685241,88.23687623426206,174,1.986195795996793,1.1254907702781758,1.1254907702781758,1.1202119792110774
B5,47,1.3993743777402303,4.147247449042974,27.80707458309689,1.9557100573915107,4.003197144420791,33.78743372487212,1.7643911298664483,88.21955649332243,173,1.986195795996793,1.125711732719453,1.125711732719453,1.1229509366957697
B5,48,1.2769057145919105,4.252155028629204,28.762415788405733,1.9509846468632384,4.020005533090158,32.21303570708796,1.769523036509107,88.47615182545535,172,1.986195795996793,1.1224469843100406,1.1224469843100406,1.1236424294126264
B5,49,1.3834020760002317,4.27219163929827,24.89340435319896,2.028138060897468,3.778937259607139,31.316880612027308,1.759995713743414,87.9997856871707,171,1.986195795996793,1.1285230870092655,1.1285230870092655,1.1254715575163121
B5,50,1.379758095939907,4.182830330271358,25.440809477401043,1.9746275803003777,3.766283529172703,32.507027900457835,1.7480940593532488,87.40470296766244,170,1.986195795996793,1.1362064789188953,1.1362064789188953,1.127675810647166
B5,51,1.4559354958957675,4.210492272919327,26.174234234432344,1.8943614064894616,4.0084718191898165,34.143762514277206,1.73982431439465,86.9912157197325,169,1.986195795996793,1.1416071034090962,1.1416071034090962,1.1308990772733503
B5,52,1.3800372305245985,4.23895686662389,28.62461966271744,1.98415952768635,2.8714198980929764,33.809614146438264,1.7371851833232514,86.85925916616257,168,1.986195795996793,1.1433414324874576,1.1433414324874576,1.1344250172269512
B5,53,1.451060102877006,4.234660287319042,26.579110376706765,2.072557370538738,3.765098553991636,33.135781404354844,1.7299871468656065,86.49935734328031,167,1.986195795996793,1.1480985853538772,1.1480985853538772,1.1395553374357184
B5,54,1.436953927064426,4.210434352534735,26.65898357224842,1.9470751731038227,4.009429913074787,29.53827329115236,1.7323238580694529,86.61619290347264,166,1.986195795996793,1.1465499287242178,1.1465499287242178,1.1431607057787088
B5,55,1.3518457147457683,4.226116617805704,26.461198303662865,1.992762463241299,3.230787417835642,31.29514890421828,1.7209341618662128,86.04670809331064,165,1.986195795996793,1.1541381651944926,1.1541381651944926,1.146747043033828
B5,56,1.4933973165332146,4.201671013184992,24.4307188429483,1.9876276431177575,3.737456980946886,34.02141544755963,1.713891905858941,85.69459529294706,164,1.986195795996793,1.1588804341784806,1.1588804341784806,1.150201709187705
B5,57,1.463648407305306,4.16191750519218,27.30173244074096,1.911933052747561,3.826234187013328,34.939415447390815,1.713899184581786,85.6949592290893,163,1.986195795996793,1.1588755125532375,1.1588755125532375,1.1533085252008612
B5,58,1.1738565674532098,4.28217188850392,26.619909353670504,1.945455645038141,3.3086017552932816,29.5923160840555,1.703854363938203,85.19271819691016,162,1.986195795996793,1.1657074912236045,1.1657074912236045,1.1568303063748067
B5,59,1.37591790056822,4.25293761681584,28.72542679420648,1.9572368653949757,3.414331776706701,33.72974083593252,1.700981609423062,85.04908047115309,161,1.986195795996793,1.1676762317674145,1.1676762317674145,1.161055566983446
B5,60,1.4411042792783204,4.103703312412964,25.523565381218727,2.149084966740474,3.3121185944249727,33.11976407373585,1.70950799300196,85.475399650098,160,1.986195795996793,1.1618523014384734,1.1618523014384734,1.162598394232242
B5,61,1.4785204476958962,4.137041265071051,26.302409205313094,2.103726658072633,3.2746974240203564,31.950306509707783,1.691824434592704,84.59122172963521,159,1.986195795996793,1.173996400208605,1.173996400208605,1.1656215874382672
B5,62,1.4646061412638938,4.163167125732801,26.81553730400369,2.411225660445862,3.7908525063673046,36.334689706776444,1.696293715042448,84.8146857521224,158,1.986195795996793,1.170903233551797,1.170903233551797,1.1680271316379787
B5,63,1.5935197693814274,4.244255769117936,27.741637529450458,2.10970280876508,3.337916963912546,31.75631424708244,1.6829179887676688,84.14589943838344,157,1.986195795996793,1.1802094987713585,1.1802094987713585,1.1709275331475297
B5,64,1.4647216465945996,4.196757534303036,25.875028692567955,1.9789514790057932,3.246460452406477,31.88843502807463,1.6720803887244702,83.60401943622351,156,1.986195795996793,1.187859034404406,1.187859034404406,1.174964093674928
B5,65,1.3656212350007046,4.225429685225028,28.03979402948261,2.182544484215695,3.4324643195318782,32.96149160073037,1.6738074060244772,83.69037030122387,155,1.986195795996793,1.1866334136460068,1.1866334136460068,1.1799203161164347
B5,66,1.4604672505669234,4.2484355991518585,25.008823193666533,2.0033079571352617,3.692843048778442,35.33668571240912,1.671659330883717,83.58296654418585,154,1.986195795996793,1.1881582325429891,1.1881582325429891,1.1827526825833115
B5,67,1.2361660851652665,4.236180264831514,24.439907964810818,1.9599666550292727,3.300284032665854,30.285522612926435,1.666378096159242,83.3189048079621,153,1.986195795996793,1.1919238500402065,1.1919238500402065,1.1869568058809932
B5,68,1.194636104657854,4.237718348748827,29.24226275781601,2.0343127237312366,3.8086010099629632,34.76319381650231,1.6643182665578933,83.21591332789467,152,1.986195795996793,1.1933990246376374,1.1933990246376374,1.1895947110542493
B5,69,1.279739441404448,4.219000198288658,27.654545363436277,2.041537425299864,3.4491531778389177,32.230173739867105,1.6559072982464025,82.79536491232011,151,1.986195795996793,1.1994607416128695,1.1994607416128695,1.1919150524959419
B5,70,1.4569990520618137,4.2579633773346055,27.096151084986268,1.980333715016184,3.534192733920275,35.11237916164996,1.6441951700494508,82.20975850247254,150,1.986195795996793,1.208004884199396,1.208004884199396,1.1961893466066198
B5,71,1.4277456875896388,4.145481336926428,28.4896220919349,1.966993084490405,3.708155301057549,37.05507935535315,1.6381897366709262,81.90948683354631,149,1.986195795996793,1.212433304601867,1.212433304601867,1.2010443610183954
B5,72,1.3823074170974283,4.21610148539927,25.92396313966147,2.110222949137256,3.861252915354256,35.42170750885531,1.6416763215832957,82.08381607916479,148,1.986195795996793,1.2098583441108717,1.2098583441108717,1.2046312598325284
B5,73,1.4665044418664348,4.207183384880494,25.8044913491964,2.02175524075513,3.708485489862295,33.39778133902512,1.637427452798397,81.87137263991985,147,1.986195795996793,1.2129977377637977,1.2129977377637977,1.2085510024577604
B5,74,1.3430326393378405,4.134895473249735,25.925190244108272,2.0924207916231974,3.819288545445287,33.10218303888417,1.6336620945529312,81.68310472764657,146,1.986195795996793,1.215793524633585,1.215793524633585,1.2118175590619036
B5,75,1.521503573509173,4.143978905886428,26.55867730089851,1.757137308965294,3.513587913299879,30.982165912047368,1.6285920688676307,81.42960344338154,145,1.986195795996793,1.2195784530485931,1.2195784530485931,1.2141322728317427
B5,76,1.379703979816462,4.20742480132159,26.81005177901696,2.172410831718956,3.3610564282673554,32.35129163958551,1.6190703940748394,80.95351970374197,144,1.986195795996793,1.2267507350301063,1.2267507350301063,1.2169957589173908
B5,77,1.3408873827636214,4.229888320683831,24.38010733817401,2.072055623746937,3.311495684838135,33.414561346789746,1.618851425049173,80.94257125245865,143,1.986195795996793,1.226916667745752,1.226916667745752,1.2204074236443667
B5,78,1.4650788907093142,4.261812967752604,26.021358493114327,1.9899265658221403,3.4305148546553177,32.94930127842527,1.620955730711498,81.0477865355749,142,1.986195795996793,1.2253238989598918,1.2253238989598918,1.2228726558835856
B5,79,1.3807739235076144,4.193526943538754,28.099781137918463,2.0706593729253213,3.3751761581587734,34.46521240409632,1.6064911943067326,80.32455971533663,141,1.986195795996793,1.2363564786633758,1.2363564786633758,1.226985246689544
B5,80,1.4047738725096484,4.1418779706976245,26.56587322194445,1.923004311843331,3.474176822205242,30.946405133560383,1.5997733729495642,79.9886686474782,140,1.986195795996793,1.2415482277560146,1.2415482277560146,1.231379201631028
B5,81,1.2995039499734116,4.248125946992315,26.02881900895888,1.9050889202554184,3.54394936631535,29.84893756186962,1.5984154209669446,79.92077104834723,139,1.986195795996793,1.242602999159796,1.242602999159796,1.2345496544569659
B5,82,1.438420351741797,4.213752523605095,27.395492435154928,2.0167790711757,3.0444493199606604,34.232735491546585,1.5947425111620623,79.73712555810312,138,1.986195795996793,1.2454648835751454,1.2454648835751454,1.2382592976228448
B5,83,1.40611961637067,4.192287454084599,25.36627085062385,2.132493585427561,3.1166789320537065,34.77628102367685,1.5903042497145692,79.51521248572845,137,1.986195795996793,1.2489407585707448,1.2489407585707448,1.2429826695450152
B5,84,1.3625618903114032,4.216551148078122,25.95367230599911,2.035841609189095,3.59776446774411,32.30125979417984,1.5780228710530555,78.90114355265277,136,1.986195795996793,1.2586609690082333,1.2586609690082333,1.2474435676139868
B5,85,1.255467227425238,4.103013841162243,26.50899641737772,1.89823211009194,3.4998291063344342,32.98950953015332,1.5739984913377778,78.6999245668889,135,1.986195795996793,1.2618790976786003,1.2618790976786003,1.2515097415985041
B5,86,1.2943531689559276,4.196282250510869,29.66815168762413,1.8067107372390248,3.500287374782507,33.752230887860485,1.571679578390346,78.5839789195173,134,1.986195795996793,1.2637409197814853,1.2637409197814853,1.255737325722842
B5,87,1.6050717867769086,4.279116718582411,28.301659367144342,1.9840641429569783,3.1297967585274917,31.920489194900306,1.5689657060311557,78.44828530155777,133,1.986195795996793,1.2659268385292242,1.2659268385292242,1.2598297167136576
B5,88,1.65455030815585,4.2745503520585295,27.678481757485024,1.9540168542633496,3.6544863906897898,36.23298644516218,1.5620420096379293,78.10210048189646,132,1.986195795996793,1.2715380148176552,1.2715380148176552,1.2643491679630396
B5,89,1.302804228869891,4.293642843428181,24.02817107491204,2.060232591744898,3.52746318635458,34.386156229277574,1.559397172374145,77.96985861870725,131,1.986195795996793,1.2736946245534466,1.2736946245534466,1.2673558990720823
B5,90,1.2554611712243309,4.221716481060717,27.63015021061709,1.98485600356015,3.643743706192379,32.45300401933808,1.5498633139885336,77.49316569942668,130,1.986195795996793,1.2815296536604697,1.2815296536604697,1.2712860102684562
B5,91,1.4630454364207883,4.2004994032567256,26.225643675090048,2.173725322398304,2.7496903966424875,34.53381352315833,1.544385812604455,77.21929063022274,129,1.986195795996793,1.2860748783021188,1.2860748783021188,1.2757528019725828
B5,92,1.3153959641271245,4.110552190949774,25.350753206625704,2.016045024817793,3.688326081595409,31.462260160161357,1.5402955691220284,77.01477845610142,128,1.986195795996793,1.2894900406218326,1.2894900406218326,1.2804654423911046
B5,93,1.3290785866520147,4.235428218856141,29.93815011322982,1.8815776638082915,3.5779125264063896,33.33367960041808,1.5370306562508038,76.85153281254019,127,1.986195795996793,1.2922291353912314,1.2922291353912314,1.2846036665058198
B5,94,1.514202203232866,4.17246237988372,27.944954653667377,2.1066115847155014,3.7160749678891714,32.84199412349597,1.523527779287409,76.17638896437043,126,1.986195795996793,1.303682035207645,1.303682035207645,1.2906011486366595
B5,95,1.184842113827926,4.149871406430359,28.766163695051038,2.063772339213279,3.122441623725745,33.943731478290395,1.52282406787441,76.1412033937205,125,1.986195795996793,1.3042844790134995,1.3042844790134995,1.2951521137072655
B5,96,1.4700482365750591,4.18049769572629,24.073775374031577,2.0102774892709108,3.4956425252202274,34.57763244588922,1.521711559098804,76.08557795494019,124,1.986195795996793,1.3052380289291279,1.3052380289291279,1.2989847438326674
B5,97,1.284276972975849,4.193566093421354,30.91307693872225,2.01200969568791,3.699622137396642,32.474805261293646,1.5141353251726375,75.70676625863187,123,1.986195795996793,1.3117690096625496,1.3117690096625496,1.3034405376408107
B5,98,1.2740001114564454,4.210852089263301,26.67832544112964,2.071294839021125,3.2441960837759805,32.61366791203724,1.5091173539254787,75.45586769627394,122,1.986195795996793,1.3161307772588724,1.3161307772588724,1.3082208660143388
B5,99,1.4082941500262116,4.19536497190129,27.505675614697147,2.0041883072942066,3.5060593156275357,34.385781317234155,1.5076881509064308,75.38440754532154,121,1.986195795996793,1.3173783947314839,1.3173783947314839,1.3109601379191065
B5,100,1.2334988375737888,4.192898698415152,27.593518122343564,2.013247757955213,3.027338670044437,32.836775230095746,1.5001683079604744,75.00841539802371,120,1.986195795996793,1.323981972860824,1.323981972860824,1.3148996366885715
B5,101,1.299194118068914,4.22958475997323,26.36359517730961,1.977336773983149,3.212881697401019,33.74080622643875,1.5033396334825486,75.16698167412743,119,1.986195795996793,1.3211890059704527,1.3211890059704527,1.3180898320968364
B5,102,1.5106559620434652,4.195308499179781,26.52431784361212,2.01244785684887,3.504962925307076,32.35633936652231,1.4949819341254744,74.74909670627372,118,1.986195795996793,1.328575115630856,1.328575115630856,1.3214510532904977
B5,103,1.432514312875391,4.2570647544919655,26.04091213414316,1.9248611104279565,4.067777263088043,35.37342512646149,1.4877968536673951,74.38984268336975,117,1.986195795996793,1.3349912597952152,1.3349912597952152,1.3252231497977665
B5,104,1.406594197719054,4.177971843255368,27.74093563702745,1.9820660088381108,3.818547277079354,32.727782369022,1.4712834148089948,73.56417074044974,116,1.986195795996793,1.3499749783114665,1.3499749783114665,1.331742466513763
B5,105,1.416466823189802,4.249397656075538,28.360292627616907,1.974494427825117,3.412805079828241,32.740884248702315,1.474052971743023,73.70264858715116,115,1.986195795996793,1.3474385480517546,1.3474385480517546,1.336433781551949
B5,106,1.3354663089496417,4.190808656846417,27.64409643314644,2.078996754647541,3.762507003266217,33.08225951813112,1.472688416608939,73.63442083044693,114,1.986195795996793,1.348687049885456,1.348687049885456,1.3419333903349497
B5,107,1.5505429509137287,4.206795696835235,25.371160234624533,2.1529269555310773,3.550602030648283,34.830137822004026,1.4579964072127864,72.89982036063932,113,1.986195795996793,1.3622775654116677,1.3622775654116677,1.348673880291112
B5,108,1.314250497054061,4.106477629387471,26.84637752655619,1.9868844060930655,3.7344631060272286,32.58510780628737,1.462155303099654,73.1077651549827,112,1.986195795996793,1.3584027577550857,1.3584027577550857,1.353356179883086
B5,109,1.4422742925225918,4.196774312267888,26.399674883445183,1.8102583639666243,3.91271710079439,34.030947908818305,1.4506154941958582,72.53077470979291,111,1.986195795996793,1.3692090040013196,1.3692090040013196,1.3572029850210567
B5,110,1.1961935832736117,4.186156649108479,26.090912244822345,1.8394033089586657,3.4966106499451306,33.340046225527395,1.4462356747677252,72.31178373838625,110,1.986195795996793,1.3733555537660134,1.3733555537660134,1.3623863861639083
B5,111,1.6031397215148364,4.264794314699377,27.773165252656145,2.1895122291331006,3.5567364434816247,35.899616058171425,1.4497039388691506,72.48519694345752,109,1.986195795996793,1.3700699451407545,1.3700699451407545,1.3666629652149682
B5,112,1.4736257947759277,4.166825472259582,27.74778080745077,1.826399024335924,3.551529286231127,32.64666568866299,1.4299294287875823,71.49647143937912,108,1.986195795996793,1.3890166577527265,1.3890166577527265,1.37201078368318
B5,113,1.2142889050335852,4.147332835208493,27.784999799649388,2.013686105852561,2.8395649010158515,35.33197982914092,1.441146258149521,72.05731290747603,107,1.986195795996793,1.378205567106793,1.378205567106793,1.3759713455535214
B5,114,1.2022955422505452,4.221432613326527,24.45969624206521,2.074759012566987,3.3213205954660787,35.02998401397983,1.4312065207106124,71.56032603553062,106,1.986195795996793,1.387777212621014,1.387777212621014,1.3796849872774604
B5,115,1.41948071718871,4.247927627512865,27.661603993492115,2.0428131635956506,3.6578799778114814,30.535574338252424,1.420907423789488,71.0453711894744,105,1.986195795996793,1.3978361733797615,1.3978361733797615,1.3845811112002098
B5,116,1.37391903066127,4.26536211931688,25.4333786205988,2.006852577372168,3.4189129344720097,30.739105985239902,1.4218562146919662,71.09281073459832,104,1.986195795996793,1.3969034108185732,1.3969034108185732,1.3899478043357736
B5,117,1.3501993716029042,4.199690673631196,28.010833625651237,2.010187331639027,3.252209659155883,32.66063955301522,1.419790982958564,70.9895491479282,103,1.986195795996793,1.3989353502287734,1.3989353502287734,1.3919315428309829
B5,118,1.33663237674074,4.235906876857774,27.954662527952152,2.1475174160605723,3.1144584778767515,32.43603051164643,1.4091091550903836,70.45545775451917,102,1.986195795996793,1.4095400550210702,1.4095400550210702,1.3981984404138383
B5,119,1.25773367353848,4.193368054305414,26.87459257648736,1.9897801086657516,3.4876245811626365,33.532713179380224,1.4011824170411182,70.05912085205591,101,1.986195795996793,1.4175140737142917,1.4175140737142917,1.404145812632494
B5,120,1.374843179877588,4.200242347635075,28.015182536650133,1.9175444851581325,3.506506523912873,33.755226407625216,1.404154345809635,70.20771729048175,100,1.986195795996793,1.4145138687382355,1.4145138687382355,1.4074813517041889
B5,121,1.4736792960099236,4.160802913517864,28.42144847090656,1.943442589207969,3.455674537823012,31.930095122181523,1.390227433913874,69.5113716956937,99,1.986195795996793,1.4286840753854955,1.4286840753854955,1.4138374846175732
B5,122,1.434753275986293,4.349176973787699,27.42323481794344,2.008340866705884,3.6107422780465703,33.99749444559323,1.389866334080364,69.4933167040182,98,1.986195795996793,1.429055260418984,1.429055260418984,1.4198614666556153
B5,123,1.5403481149176002,4.222285819401247,25.577362884365225,2.094830061928118,3.2610797051117126,33.69252475134295,1.3791159628040883,68.95579814020442,97,1.986195795996793,1.440194914398902,1.440194914398902,1.4259924385311815
B5,124,1.1702785845505033,4.155853918123607,25.760630680833764,1.9631607556074533,3.513396693774324,31.80757056031496,1.37816985910965,68.9084929554825,96,1.986195795996793,1.44118359784762,1.44118359784762,1.4307263433578474
B5,125,1.4706719173746576,4.217991333010693,27.25044069167556,2.009850414117905,2.883967316851714,31.679855432348344,1.3765651018596998,68.82825509298499,95,1.986195795996793,1.4428636853524035,1.4428636853524035,1.436396306680681
B5,126,1.4833132150231858,4.1749701581268575,30.06633039330142,2.07182706949708,3.634465784337928,34.64476551316255,1.3683996037066437,68.41998018533218,94,1.986195795996793,1.4514735247048434,1.4514735247048434,1.4409541965445505
B5,127,1.2811341945955153,4.177359012328492,30.606024185335503,2.126241605210565,3.5020899651082917,34.12608271400008,1.3605749678751686,68.02874839375843,93,1.986195795996793,1.4598209160783446,1.4598209160783446,1.4471073276764226
B5,128,1.3874104661220674,4.220685875758949,26.808447245952784,1.9488266867117876,3.5252986472837007,37.19213499286948,1.3599104252836438,67.99552126418219,92,1.986195795996793,1.460534281574113,1.460534281574113,1.451175201111465
