battery_id,cycle,chI,chV,chT,disI,disV,disT,BCt,SOH,RUL,dis_energy,SOH_calc,R_internal
B5,14,1.4410438228339402,4.203974049302859,24.252692225425665,1.975348933569705,3.366318625638146,30.69706218598786,1.9339836360923408,96.69918180461704,206,0.056701344306924174,0.9737124809096431,0.4182880518979808
B5,15,1.338650898969469,4.177468122177361,27.468265481794823,2.095790834710313,3.931979475432772,35.7622062211527,1.9290872626339564,96.45436313169782,205,0.08186174186581717,0.9712472791061486,0.12434638186735905
B5,16,1.5494441200219171,4.180243537171988,26.609922324682252,2.058433872432468,3.580295879985091,29.77093438179336,1.9222265853241,96.111329266205,204,0.06094608362720394,0.9677930993502132,0.29745313225492903
B5,17,1.358166583749068,4.212071274592871,27.05896248623431,1.9509866774036684,3.8072056213002847,31.79556441920779,1.9165565675916008,95.82782837958004,203,0.06560314725563654,0.9649383869679157,0.19752972485303674
B5,18,1.326797612450857,4.186073803890466,26.67939772382858,1.894448368662486,3.572291284446168,31.633623908464592,1.9117605678558456,95.58802839279228,202,0.059467007400021116,0.9625237208280408,0.32742628867290857
B5,19,1.5685604375391793,4.1381437411296425,27.27125133625577,1.9908818710796428,4.179809935685908,26.84845729641802,1.907363800831384,95.3681900415692,201,0.062061013193101415,0.9603100583918786,0.006416024666966646
B5,20,1.426717598795002,4.206902543045059,27.83236146064772,2.0019980609192207,4.028407870811173,31.44353300800732,1.899663203121699,94.98316015608496,200,0.07044106690127014,0.9564329996823566,0.0820058796626492
B5,21,1.45330122268637,4.198300293261579,25.35942499338097,1.8970148341497868,4.023047708522617,36.12104512172368,1.8924717619037064,94.62358809518533,199,0.07657442011617778,0.9528122885558469,0.08936976733402215
B5,22,1.3235754482012858,4.196091040535622,25.69145477301985,1.919122401467708,4.190725907536551,32.89522805906718,1.887854396074148,94.3927198037074,198,0.07348899914492307,0.950487560128335,0.0009679295816669947
B5,23,1.4005280934779445,4.14353429772579,26.37948252617109,2.0314058149866274,3.5956982598480542,33.19798325355427,1.885954582127164,94.2977291063582,197,0.06735799199622487,0.9495310512328811,0.2938286474461267
B5,24,1.5105092315862838,4.187590693243427,27.96720811522221,2.1716882187190394,3.491989426000304,31.512481662098388,1.8836367253907071,94.18183626953537,196,0.06638202560349889,0.9483640682289253,0.3226034247644949
B5,25,1.533072560017434,4.273612828838117,28.495013269502618,1.9335541616877767,3.5771349268455896,34.83228892495459,1.8783020419890517,93.91510209945255,195,0.06692234905723214,0.9456781883109395,0.3182991033967025
B5,26,1.4889763851962912,4.259123223899659,29.29586847968054,2.0122766176034923,3.519909586726539,33.05639319351254,1.8690386029237387,93.45193014618694,194,0.06503874521565095,0.9410142779935461,0.33428500349735674
B5,27,1.4904573253582534,4.204346817325916,25.915638014465824,1.9232208116467115,3.458056275234779,32.31139220744456,1.871205746511556,93.5602873255778,193,0.05969175897328961,0.9421053806895567,0.3819255715187854
B5,28,1.5325603640769254,4.22124599215677,26.81573820469604,1.931464905533795,3.990288209269029,32.08657179387803,1.860995593267933,93.04977966339663,192,0.06869290835219237,0.9369648234171057,0.1047367068545493
B5,29,1.3471728635190034,4.2091936974641815,28.119929585953027,1.9427323566023311,3.494793505216451,30.039762070451054,1.85652647603498,92.826323801749,191,0.05665372644258854,0.9347147344571147,0.35917967562124425
B5,30,1.4118260766821322,4.243953099178544,28.168071725634423,1.957580263678024,3.134916589234817,29.577412866486984,1.8577588742918512,92.88794371459257,190,0.05042004752616486,0.9353352162139259,0.5402929899067046
B5,31,1.3125375394411187,4.21232266283016,26.256010962627883,2.128560385271941,3.37455331883207,34.52350452720562,1.8399530815449037,91.99765407724516,189,0.0688834109167641,0.9263704440686846,0.38431146689934825
B5,32,1.488058967982819,4.137660368564777,27.73792651040579,2.136396297920295,3.801286120102506,31.20722256761213,1.844025621373125,92.20128106865624,188,0.0703987575004272,0.9284208662055301,0.18315766749744872
B5,33,1.3803576161257711,4.257790003934817,25.88568684075399,2.1166572402323816,3.2267170104459497,35.55802464689036,1.833854949902544,91.6927474951272,187,0.06746003169591014,0.9233001870201849,0.45631690104335565
B5,34,1.4185888586274602,4.172486588083379,26.51570724839665,2.032264134081977,3.5212261176824744,32.73593910321934,1.8276520153865288,91.38260076932646,186,0.06507233195003705,0.9201771643410929,0.3303494629159342
B5,35,1.380061262589814,4.172183248705271,24.79529493660421,1.8758965650875905,3.270142806347618,30.40269381689848,1.8243416628581437,91.21708314290716,185,0.05180660963346168,0.9185104844825124,0.4917332296991986
B5,36,1.6964537984939927,4.251395615625493,24.33609476989208,1.948444606031904,3.374633520254544,37.010723340816014,1.8250231760379776,91.2511588018989,184,0.06759891910923341,0.9188536093553006,0.41979636479941806
B5,37,1.3937065835575535,4.209530798296948,26.112270112239127,1.985177283645904,3.888214863622197,34.08294304158816,1.8110581701692603,90.55290850846302,183,0.07307757731208636,0.9118225775220523,0.15332062368685906
B5,38,1.4610834416099747,4.301688018452668,25.29198383437473,1.8693139656446596,3.5943382657145477,32.4129711849531,1.810498556479761,90.52492782398808,182,0.060494729539649995,0.9115408259995553,0.32003463739110866
B5,39,1.4434756848672787,4.101977284205215,26.620524764206863,2.017820855681111,3.636873649101105,33.2959522979128,1.8097314516266576,90.48657258133288,181,0.06787342416719122,0.9111546078559818,0.27540097636223915
B5,40,1.4878675232235097,4.226813008125154,26.96555824820309,1.989062434422547,3.7397480614266736,31.095335387611293,1.798558349005696,89.9279174502848,180,0.06425153471304783,0.9055292296110569,0.2276627488490891
B5,41,1.2405606151120516,4.213346672397399,26.110370551298875,2.1364610066999856,3.733458679256368,33.93443696600824,1.7920944651211794,89.60472325605897,179,0.075187296096754,0.9022748254392504,0.21489968793419523
B5,42,1.3173024758884244,4.120816644206331,28.724750331685023,1.908195346977284,3.6515689478613154,33.71619047345509,1.786120080632509,89.30600403162545,178,0.06525868761523222,0.8992668719934159,0.283521567053112
B5,43,1.5206318163920545,4.178021303718533,26.891644797660764,2.020205296095299,3.657557763199309,33.44399042841938,1.7749905242263415,88.74952621131708,177,0.06864395352374858,0.8936634181805545,0.2648373017903543
B5,44,1.2981574920492216,4.175273465050246,28.112496015121287,2.199686564371213,3.88413668246652,36.14216895328937,1.7743753925214114,88.71876962607057,176,0.08577624245219005,0.8933537147232369,0.1402230687813571
B5,45,1.5325991584819676,4.215713303480463,27.21861455202033,2.0687286909239804,3.5364254592192355,34.55734611667944,1.7652167595004378,88.26083797502189,175,0.07022729297320139,0.8887425716327958,0.31717935103779543
B5,46,1.2828828616770418,4.24116320437702,26.27570497338492,2.0692087797276857,3.942600338791745,31.922036035565284,1.764737524685241,88.23687623426206,174,0.0723394412776502,0.8885012888669362,0.12081098173231473
B5,47,1.3993743777402303,4.147247449042974,27.80707458309689,1.9557100573915107,4.003197144420791,33.78743372487212,1.7643911298664483,88.21955649332243,173,0.07347915501699719,0.8883268877230557,0.09683763589761389
B5,48,1.2769057145919105,4.252155028629204,28.762415788405733,1.9509846468632384,4.020005533090158,32.21303570708796,1.769523036509107,88.47615182545535,172,0.0701794007984146,0.8909106746049945,0.088456846683587
B5,49,1.3834020760002317,4.27219163929827,24.89340435319896,2.028138060897468,3.778937259607139,31.316880612027308,1.759995713743414,87.9997856871707,171,0.06667195541847491,0.886113905432038,0.20395368108697237
B5,50,1.379758095939907,4.182830330271358,25.440809477401043,1.9746275803003777,3.766283529172703,32.507027900457835,1.7480940593532488,87.40470296766244,170,0.06715416800975987,0.8801217195588462,0.2158887873136161
B5,51,1.4559354958957675,4.210492272919327,26.174234234432344,1.8943614064894616,4.0084718191898165,34.143762514277206,1.73982431439465,86.9912157197325,169,0.07201957402387078,0.8759581094176574,0.09718930245266234
B5,52,1.3800372305245985,4.23895686662389,28.62461966271744,1.98415952768635,2.8714198980929764,33.809614146438264,1.7371851833232514,86.85925916616257,168,0.05350704978771978,0.8746293728063335,0.6658555254008995
B5,53,1.451060102877006,4.234660287319042,26.579110376706765,2.072557370538738,3.765098553991636,33.135781404354844,1.7299871468656065,86.49935734328031,167,0.07182532925354522,0.8710053411413019,0.20625963602494418
B5,54,1.436953927064426,4.210434352534735,26.65898357224842,1.9470751731038227,4.009429913074787,29.53827329115236,1.7323238580694529,86.61619290347264,166,0.0640542497685299,0.8721818168989065,0.09406599823930796
B5,55,1.3518457147457683,4.226116617805704,26.461198303662865,1.992762463241299,3.230787417835642,31.29514890421828,1.7209341618662128,86.04670809331064,165,0.05596782610127452,0.8664473891923349,0.4826446115809178
B5,56,1.4933973165332146,4.201671013184992,24.4307188429483,1.9876276431177575,3.737456980946886,34.02141544755963,1.713891905858941,85.69459529294706,164,0.07020387886194013,0.8629017890951715,0.22897976062507486
B5,57,1.463648407305306,4.16191750519218,27.30173244074096,1.911933052747561,3.826234187013328,34.939415447390815,1.713899184581786,85.6949592290893,163,0.07099983884064356,0.8629054537504183,0.19161198941562216
B5,58,1.1738565674532098,4.28217188850392,26.619909353670504,1.945455645038141,3.3086017552932816,29.5923160840555,1.703854363938203,85.19271819691016,162,0.05291055120063562,0.8578481373147334,0.4543828741822379
B5,59,1.37591790056822,4.25293761681584,28.72542679420648,1.9572368653949757,3.414331776706701,33.72974083593252,1.700981609423062,85.04908047115309,161,0.06261229327422861,0.8564017771316481,0.39762775775021864
B5,60,1.4411042792783204,4.103703312412964,25.523565381218727,2.149084966740474,3.3121185944249727,33.11976407373585,1.70950799300196,85.475399650098,160,0.06548535688968732,0.860694598411445,0.40969291679063
B5,61,1.4785204476958962,4.137041265071051,26.302409205313094,2.103726658072633,3.2746974240203564,31.950306509707783,1.691824434592704,84.59122172963521,159,0.06114106742499138,0.8517913682037799,0.4363143164713011
B5,63,1.5935197693814274,4.244255769117936,27.741637529450458,2.10970280876508,3.337916963912546,31.75631424708244,1.6829179887676688,84.14589943838344,157,0.062118992006750424,0.8473071950709063,0.4051122818893656
B5,64,1.4647216465945996,4.196757534303036,25.875028692567955,1.9789514790057932,3.246460452406477,31.88843502807463,1.6720803887244702,83.60401943622351,156,0.05690834663734189,0.8418507339984169,0.4780930914731765
B5,65,1.3656212350007046,4.225429685225028,28.03979402948261,2.182544484215695,3.4324643195318782,32.96149160073037,1.6738074060244772,83.69037030122387,155,0.068592003981288,0.842720244095804,0.3482720140849935
B5,66,1.4604672505669234,4.2484355991518585,25.008823193666533,2.0033079571352617,3.692843048778442,35.33668571240912,1.671659330883717,83.58296654418585,154,0.07261592586163035,0.8416387418868628,0.24945761949448872
B5,67,1.2361660851652665,4.236180264831514,24.439907964810818,1.9599666550292727,3.300284032665854,30.285522612926435,1.666378096159242,83.3189048079621,153,0.054416746520932716,0.8389797720435476,0.4552625668014698
B5,68,1.194636104657854,4.237718348748827,29.24226275781601,2.0343127237312366,3.8086010099629632,34.76319381650231,1.6643182665578933,83.21591332789467,152,0.07481701252843351,0.8379426992607433,0.18875292300808433
B5,69,1.279739441404448,4.219000198288658,27.654545363436277,2.041537425299864,3.4491531778389177,32.230173739867105,1.6559072982464025,82.79536491232011,151,0.06304199868381515,0.8337079866868654,0.36415218052231285
B5,70,1.4569990520618137,4.2579633773346055,27.096151084986268,1.980333715016184,3.534192733920275,35.11237916164996,1.6441951700494508,82.20975850247254,150,0.06826315675122022,0.8278112225206349,0.33246454573143286
B5,71,1.4277456875896388,4.145481336926428,28.4896220919349,1.966993084490405,3.708155301057549,37.05507935535315,1.6381897366709262,81.90948683354631,149,0.07507684167160532,0.8247876367338617,0.24627853836493013
B5,72,1.3823074170974283,4.21610148539927,25.92396313966147,2.110222949137256,3.861252915354256,35.42170750885531,1.6416763215832957,82.08381607916479,148,0.08017215968355304,0.8265430451983226,0.1570121146019083
B5,73,1.4665044418664348,4.207183384880494,25.8044913491964,2.02175524075513,3.708485489862295,33.39778133902512,1.637427452798397,81.87137263991985,147,0.0695569095559277,0.8244038458336566,0.23944441110322773
B5,74,1.3430326393378405,4.134895473249735,25.925190244108272,2.0924207916231974,3.819288545445287,33.10218303888417,1.6336620945529312,81.68310472764657,146,0.07348278913770194,0.822508081955264,0.17840337800548275
B5,76,1.379703979816462,4.20742480132159,26.81005177901696,2.172410831718956,3.3610564282673554,32.35129163958551,1.6190703940748394,80.95351970374197,144,0.06561556720044211,0.8151615250309661,0.38276694374353526
B5,77,1.3408873827636214,4.229888320683831,24.38010733817401,2.072055623746937,3.311495684838135,33.414561346789746,1.618851425049173,80.94257125245865,143,0.06368818415585932,0.8150512795928739,0.4252240084406369
B5,78,1.4650788907093142,4.261812967752604,26.021358493114327,1.9899265658221403,3.4305148546553177,32.94930127842527,1.620955730711498,81.0477865355749,142,0.062479862168627595,0.8161107449620818,0.38296319136259405
B5,79,1.3807739235076144,4.193526943538754,28.099781137918463,2.0706593729253213,3.3751761581587734,34.46521240409632,1.6064911943067326,80.32455971533663,141,0.06690885003620449,0.8088282119741866,0.39475702059397977
B5,80,1.4047738725096484,4.1418779706976245,26.56587322194445,1.923004311843331,3.474176822205242,30.946405133560383,1.5997733729495642,79.9886686474782,140,0.05743014101286152,0.8054459566241813,0.37358556933545706
B5,81,1.2995039499734116,4.248125946992315,26.02881900895888,1.9050889202554184,3.54394936631535,29.84893756186962,1.5984154209669446,79.92077104834723,139,0.05597951562736859,0.8047622617007721,0.34047445747438293
B5,82,1.438420351741797,4.213752523605095,27.395492435154928,2.0167790711757,3.0444493199606604,34.232735491546585,1.5947425111620623,79.73712555810312,138,0.05838565791445049,0.8029130433043355,0.569290994402176
B5,83,1.40611961637067,4.192287454084599,25.36627085062385,2.132493585427561,3.1166789320537065,34.77628102367685,1.5903042497145692,79.51521248572845,137,0.06420375586624891,0.8006784894620413,0.5045288568173341
B5,84,1.3625618903114032,4.216551148078122,25.95367230599911,2.035841609189095,3.59776446774411,32.30125979417984,1.5780228710530555,78.90114355265277,136,0.06571941284122784,0.7944951218976416,0.29217352295524934
B5,85,1.255467227425238,4.103013841162243,26.50899641737772,1.89823211009194,3.4998291063344342,32.98950953015332,1.5739984913377778,78.6999245668889,135,0.060879280650654684,0.7924689471753968,0.364947138372759
B5,86,1.2943531689559276,4.196282250510869,29.66815168762413,1.8067107372390248,3.500287374782507,33.752230887860485,1.571679578390346,78.5839789195173,134,0.05929148252531167,0.7913014323955823,0.3831803806929361
B5,87,1.6050717867769086,4.279116718582411,28.301659367144342,1.9840641429569783,3.1297967585274917,31.920489194900306,1.5689657060311557,78.44828530155777,133,0.055060339196409396,0.7899350654116927,0.5356614745168171
B5,88,1.65455030815585,4.2745503520585295,27.678481757485024,1.9540168542633496,3.6544863906897898,36.23298644516218,1.5620420096379293,78.10210048189646,132,0.07187142985254209,0.7864491571204852,0.2753799646179821
B5,89,1.302804228869891,4.293642843428181,24.02817107491204,2.060232591744898,3.52746318635458,34.386156229277574,1.559397172374145,77.96985861870725,131,0.06941604635451373,0.7851175475837443,0.32283747921969985
B5,90,1.2554611712243309,4.221716481060717,27.63015021061709,1.98485600356015,3.643743706192379,32.45300401933808,1.5498633139885336,77.49316569942668,130,0.06519724283529263,0.7803174878893139,0.27651364920324834
B5,91,1.4630454364207883,4.2004994032567256,26.225643675090048,2.173725322398304,2.7496903966424875,34.53381352315833,1.544385812604455,77.21929063022274,129,0.05733641043507919,0.7775597026824784,0.6637881389012473
B5,92,1.3153959641271245,4.110552190949774,25.350753206625704,2.016045024817793,3.688326081595409,31.462260160161357,1.5402955691220284,77.01477845610142,128,0.064985573189827,0.7755003671976936,0.2501220930469728
B5,93,1.3290785866520147,4.235428218856141,29.93815011322982,1.8815776638082915,3.5779125264063896,33.33367960041808,1.5370306562508038,76.85153281254019,127,0.06233509468607587,0.7738565650721403,0.32667849342412747
B5,94,1.514202203232866,4.17246237988372,27.944954653667377,2.1066115847155014,3.7160749678891714,32.84199412349597,1.523527779287409,76.17638896437043,126,0.07141607095542093,0.7670582036061608,0.22619666503683114
B5,95,1.184842113827926,4.149871406430359,28.766163695051038,2.063772339213279,3.122441623725745,33.943731478290395,1.52282406787441,76.1412033937205,125,0.0607593609417164,0.7667039024771296,0.5185367779286985
B5,96,1.4700482365750591,4.18049769572629,24.073775374031577,2.0102774892709108,3.4956425252202274,34.57763244588922,1.521711559098804,76.08557795494019,124,0.06749564878888684,0.7661437820812208,0.3466889329354782
B5,97,1.284276972975849,4.193566093421354,30.91307693872225,2.01200969568791,3.699622137396642,32.474805261293646,1.5141353251726375,75.70676625863187,123,0.06714775441381661,0.7623293374320899,0.24500942840366655
B5,98,1.2740001114564454,4.210852089263301,26.67832544112964,2.071294839021125,3.2441960837759805,32.61366791203724,1.5091173539254787,75.45586769627394,122,0.06087600761433957,0.7598029141775081,0.45787175308754713
B5,99,1.4082941500262116,4.19536497190129,27.505675614697147,2.0041883072942066,3.5060593156275357,34.385781317234155,1.5076881509064308,75.38440754532154,121,0.06711725395615592,0.7590833461359643,0.3425447423047245
B5,100,1.2334988375737888,4.192898698415152,27.593518122343564,2.013247757955213,3.027338670044437,32.836775230095746,1.5001683079604744,75.00841539802371,120,0.055592503486871184,0.7552972929376277,0.5787885809041377
B5,101,1.299194118068914,4.22958475997323,26.36359517730961,1.977336773983149,3.212881697401019,33.74080622643875,1.5033396334825486,75.16698167412743,119,0.05954267377398073,0.7568939761691933,0.4954653139359971
B5,102,1.5106559620434652,4.195308499179781,26.52431784361212,2.01244785684887,3.504962925307076,32.35633936652231,1.4949819341254744,74.74909670627372,118,0.06339645095600666,0.7526860831840609,0.34168366411708434
B5,103,1.432514312875391,4.2570647544919655,26.04091213414316,1.9248611104279565,4.067777263088043,35.37342512646149,1.4877968536673951,74.38984268336975,117,0.0769362785614491,0.7490685745413779,0.06483907805897748
B5,104,1.406594197719054,4.177971843255368,27.74093563702745,1.9820660088381108,3.818547277079354,32.727782369022,1.4712834148089948,73.56417074044974,116,0.06880664202186945,0.7407544703167674,0.18871026703075255
B5,105,1.416466823189802,4.249397656075538,28.360292627616907,1.974494427825117,3.412805079828241,32.740884248702315,1.474052971743023,73.70264858715116,115,0.061285156669134276,0.7421488730939813,0.39492560326465326
B5,106,1.3354663089496417,4.190808656846417,27.64409643314644,2.078996754647541,3.762507003266217,33.08225951813112,1.472688416608939,73.63442083044693,114,0.07188260241720999,0.7414618536486504,0.20686731648432372
B5,107,1.5505429509137287,4.206795696835235,25.371160234624533,2.1529269555310773,3.550602030648283,34.830137822004026,1.4579964072127864,72.89982036063932,113,0.07395780013412064,0.7340647936882153,0.29819007587887564
B5,108,1.314250497054061,4.106477629387471,26.84637752655619,1.9868844060930655,3.7344631060272286,32.58510780628737,1.462155303099654,73.1077651549827,112,0.06716104360038265,0.7361586939448012,0.2305722343220629
B5,109,1.4422742925225918,4.196774312267888,26.399674883445183,1.8102583639666243,3.91271710079439,34.030947908818305,1.4506154941958582,72.53077470979291,111,0.06695616280218959,0.7303486882409052,0.15460024251573717
B5,110,1.1961935832736117,4.186156649108479,26.090912244822345,1.8394033089586657,3.4966106499451306,33.340046225527395,1.4462356747677252,72.31178373838625,110,0.0595645597622151,0.7281435584964153,0.3783688055495831
B5,111,1.6031397215148364,4.264794314699377,27.773165252656145,2.1895122291331006,3.5567364434816247,35.899616058171425,1.4497039388691506,72.48519694345752,109,0.07765802890257552,0.7298897428899257,0.29040579492442464
B5,112,1.4736257947759277,4.166825472259582,27.74778080745077,1.826399024335924,3.551529286231127,32.64666568866299,1.4299294287875823,71.49647143937912,108,0.05882303087702463,0.7199337707136558,0.350993505858738
B5,113,1.2142889050335852,4.147332835208493,27.784999799649388,2.013686105852561,2.8395649010158515,35.33197982914092,1.441146258149521,72.05731290747603,107,0.05611888658622854,0.7255811642810706,0.6719113658933823
B5,114,1.2022955422505452,4.221432613326527,24.45969624206521,2.074759012566987,3.3213205954660787,35.02998401397983,1.4312065207106124,71.56032603553062,106,0.06705264233439852,0.7205767546156477,0.4199344994461437
B5,115,1.41948071718871,4.247927627512865,27.661603993492115,2.0428131635956506,3.6578799778114814,30.535574338252424,1.420907423789488,71.0453711894744,105,0.06338138006215338,0.71539141642196,0.2617486095141142
B5,116,1.37391903066127,4.26536211931688,25.4333786205988,2.006852577372168,3.4189129344720097,30.739105985239902,1.4218562146919662,71.09281073459832,104,0.058585783639319766,0.7158691089557929,0.3855143906090147
B5,117,1.3501993716029042,4.199690673631196,28.010833625651237,2.010187331639027,3.252209659155883,32.66063955301522,1.419790982958564,70.9895491479282,103,0.05931127376584773,0.7148293163343582,0.46780407423876524
B5,118,1.33663237674074,4.235906876857774,27.954662527952152,2.1475174160605723,3.1144584778767515,32.43603051164643,1.4091091550903836,70.45545775451917,102,0.060262124630626315,0.7094512826633023,0.5020331834983409
B5,119,1.25773367353848,4.193368054305414,26.87459257648736,1.9897801086657516,3.4876245811626365,33.532713179380224,1.4011824170411182,70.05912085205591,101,0.06463994949515305,0.705460367938157,0.35428985275656705
B5,120,1.374843179877588,4.200242347635075,28.015182536650133,1.9175444851581325,3.506506523912873,33.755226407625216,1.404154345809635,70.20771729048175,100,0.06304615766363253,0.7069566598820363,0.35778933123959344
B5,121,1.4736792960099236,4.160802913517864,28.42144847090656,1.943442589207969,3.455674537823012,31.930095122181523,1.390227433913874,69.5113716956937,99,0.05956652437679216,0.6999448074131955,0.3791771103241489
B5,123,1.5403481149176002,4.222285819401247,25.577362884365225,2.094830061928118,3.2610797051117126,33.69252475134295,1.3791159628040883,68.95579814020442,97,0.0639353823357297,0.694350459095582,0.44466794452562264
B5,124,1.1702785845505033,4.155853918123607,25.760630680833764,1.9631607556074533,3.513396693774324,31.80757056031496,1.37816985910965,68.9084929554825,96,0.060941206849005926,0.6938741195039139,0.34596595676918446
B5,125,1.4706719173746576,4.217991333010693,27.25044069167556,2.009850414117905,2.883967316851714,31.679855432348344,1.3765651018596998,68.82825509298499,95,0.05100758480578742,0.6930661642896371,0.6511012744211568
B5,126,1.4833132150231858,4.1749701581268575,30.06633039330142,2.07182706949708,3.634465784337928,34.64476551316255,1.3683996037066437,68.41998018533218,94,0.07246515294910448,0.6889550398126274,0.2693843066146068
B5,127,1.2811341945955153,4.177359012328492,30.606024185335503,2.126241605210565,3.5020899651082917,34.12608271400008,1.3605749678751686,68.02874839375843,93,0.07058685766708894,0.6850155310052652,0.32474838046596277
B5,128,1.3874104661220674,4.220685875758949,26.808447245952784,1.9488266867117876,3.5252986472837007,37.19213499286948,1.3599104252836438,67.99552126418219,92,0.07097701670171272,0.6846809504000377,0.3424033753981305
B5,129,1.427114164643421,4.174436081724469,24.804840620331603,2.146213523651112,3.748899111979848,34.124911910428615,1.3509332962763931,67.54666481381966,91,0.07626859015643679,0.6801611900494499,0.20672890465489818
B5,130,1.2889552992900086,4.25496193036358,27.096369664367224,2.1170911974107107,4.041334556950222,33.938228620516504,1.3556794701646135,67.78397350823067,90,0.0806586671184041,0.6825507701189407,0.07144185669211292
B5,131,1.4198465733919408,4.269938168892408,25.31789235386236,2.120796132958095,3.707003843025865,33.10866927367892,1.3540205708973445,67.70102854486723,89,0.0723038102033904,0.6817155557505423,0.2289610171896241
B5,132,1.2911505193847983,4.190987281437364,28.03104613496869,1.9257156750803035,3.5353360543538344,36.70277980521643,1.341762460770013,67.08812303850064,88,0.06940956542606912,0.6755439033122288,0.3413003472065157
B5,133,1.2677543242334763,4.197324088424281,28.55706609853141,1.9967191297217943,3.225325777475609,32.48279085597631,1.3391975132314309,66.95987566157154,87,0.058108732360041764,0.6742525162577643,0.48442351806332024
B5,134,1.2988686041721875,4.246162777107189,27.131728041690653,1.944379495111248,3.9814503247232,30.80264602502521,1.328898961395504,66.4449480697752,86,0.06623809875973534,0.669067452500866,0.10858639411052398
B5,135,1.4203264430771725,4.18570953421545,26.32688184292814,2.033875749338657,3.36974037789982,33.44092669920352,1.3320122269204886,66.60061134602444,85,0.06366440185395676,0.6706349039733036,0.40456901324847916
B5,136,1.4693990429931172,4.143474548442798,25.19202144256075,1.9424577272646597,3.3705725785472054,30.894199696529853,1.3223353171902046,66.11676585951022,84,0.056186206131718174,0.6657628214979565,0.4231808459945792
B5,137,1.240741870158418,4.19094962677535,27.813749097468648,1.8723506435783543,3.4790248612375314,31.24230955655503,1.312108800693079,65.60544003465395,83,0.05653082805226148,0.6606140257358583,0.3811030931036071
B5,138,1.3339530972157774,4.220698157854008,26.381682266055016,1.8285021685872465,3.336180321046759,31.659291397132723,1.304413427341349,65.22067136706745,82,0.05364678317405985,0.6567395973601462,0.46836321911211864
B5,139,1.3404794386283714,4.197210353400661,25.966632153890465,2.117079028763312,3.9189573642221744,33.267554798250515,1.3200310955375127,66.00155477687564,81,0.07667009281001744,0.6646027034182909,0.12924700256344962
B5,140,1.5003398571634226,4.221626220196533,29.58138009484456,2.046244041595532,3.417182977831395,31.61153854118517,1.2988478422597274,64.94239211298637,80,0.06140005991619633,0.6539374642105146,0.3789384302586745
B5,141,1.2943594905988922,4.248151880670347,26.30602675500174,2.0610634569451896,3.354372432844497,34.09848062985906,1.30254101736836,65.127050868418,79,0.06548399561237261,0.6557968856814875,0.4066886185433764
