battery_id,cycle,chI,chV,chT,disI,disV,disT,BCt,SOH,RUL,Capacity_initial,R_internal_raw,R_internal,R_internal_smooth,E_raw,E_monotonic,E_smooth
B5,11,1.51597377241419,4.19722099682998,27.1903307109488,1.98357427149121,3.72627014120019,28.6197311331182,1.93981145249538,96.9905726247689,209,1.98619579599679,1.02391177938544,1.02391177938544,1.01614803292502,0.0587605499430905,0.0568129984417203,0.0568129984417203
B5,12,1.52142327720469,4.20486213236564,28.4018824672871,1.88850743343153,3.95690397023599,32.6335575955575,1.94583311907169,97.2916559535845,208,1.98619579599679,1.02074313389442,1.02074313389442,1.01821107900004,0.0677385865030013,0.0568129984417203,0.0567906676147611
B5,13,1.34746396055501,4.16772829893708,24.3345859347472,1.85471830270095,4.19159182635263,33.5008790574542,1.93835339774568,96.917669887284,207,1.98619579599679,1.02468197920294,1.02468197920294,1.02038747572142,0.0723453537760456,0.0568129984417203,0.0567683367878019
B5,14,1.44104382283394,4.20397404930286,24.2526922254257,1.9753489335697,3.36631862563815,30.6970621859879,1.93398363609234,96.699181804617,206,1.98619579599679,1.02699720873024,1.02699720873024,1.02285579318463,0.0567013443069242,0.0567013443069242,0.0567460059608426
B5,15,1.33865089896947,4.17746812217736,27.4682654817948,2.09579083471031,3.93197947543277,35.7622062211527,1.92908726263396,96.4543631316978,205,1.98619579599679,1.02960391396958,1.02960391396958,1.02518760303653,0.0818617418658172,0.0567013443069242,0.0567236751338834
B5,16,1.54944412002192,4.18024353717199,26.6099223246823,2.05843387243247,3.58029587998509,29.7709343817934,1.9222265853241,96.111329266205,204,1.98619579599679,1.03327870458201,1.03327870458201,1.02706098807584,0.0609460836272039,0.0567013443069242,0.0567013443069242
B5,17,1.35816658374907,4.21207127459287,27.0589624862343,1.95098667740367,3.80720562130028,31.7955644192078,1.9165565675916,95.82782837958,203,1.98619579599679,1.03633559769786,1.03633559769786,1.03017948083653,0.0656031472556365,0.0567013443069242,0.0567013443069242
B5,18,1.32679761245086,4.18607380389047,26.6793977238286,1.89444836866249,3.57229128444617,31.6336239084646,1.91176056785585,95.5880283927923,202,1.98619579599679,1.03893543438048,1.03893543438048,1.03303017187204,0.0594670074000211,0.0567013443069242,0.0567013443069242
B5,19,1.56856043753918,4.13814374112964,27.2712513362558,1.99088187107964,4.17980993568591,26.848457296418,1.90736380083138,95.3681900415692,201,1.98619579599679,1.04133034040546,1.04133034040546,1.03589679820708,0.0620610131931014,0.0567013443069242,0.0567013443069242
B5,20,1.426717598795,4.20690254304506,27.8323614606477,2.00199806091922,4.02840787081117,31.4435330080073,1.8996632031217,94.983160156085,200,1.98619579599679,1.04555154447004,1.04555154447004,1.03908632430717,0.0704410669012701,0.0567013443069242,0.0567013443069242
B5,21,1.45330122268637,4.19830029326158,25.359424993381,1.89701483414979,4.02304770852262,36.1210451217237,1.89247176190371,94.6235880951853,199,1.98619579599679,1.04952466714685,1.04952466714685,1.04233551682014,0.0765744201161778,0.0567013443069242,0.0567013443069242
B5,22,1.32357544820129,4.19609104053562,25.6914547730198,1.91912240146771,4.19072590753655,32.8952280590672,1.88785439607415,94.3927198037074,198,1.98619579599679,1.0520916232349,1.0520916232349,1.04548672192755,0.0734889991449231,0.0567013443069242,0.0567013443069242
B5,23,1.40052809347794,4.14353429772579,26.3794825261711,2.03140581498663,3.59569825984805,33.1979832535543,1.88595458212716,94.2977291063582,197,1.98619579599679,1.05315144639197,1.05315144639197,1.04832992432984,0.0673579919962249,0.0567013443069242,0.0567013443069242
B5,24,1.51050923158628,4.18759069324343,27.9672081152222,2.17168821871904,3.4919894260003,31.5124816620984,1.88363672539071,94.1818362695354,196,1.98619579599679,1.0544473725871,1.0544473725871,1.05095333076617,0.0663820256034989,0.0567013443069242,0.0567013443069242
B5,25,1.53307256001743,4.27361282883812,28.4950132695026,1.93355416168778,3.57713492684559,34.8322889249546,1.87830204198905,93.9151020994526,195,1.98619579599679,1.05744217468533,1.05744217468533,1.05333145680923,0.0669223490572321,0.0567013443069242,0.0567013443069242
B5,26,1.48897638519629,4.25912322389966,29.2958684796805,2.01227661760349,3.51990958672654,33.0563931935125,1.86903860292374,93.4519301461869,194,1.98619579599679,1.06268313179288,1.06268313179288,1.05596314973844,0.065038745215651,0.0567013443069242,0.0567013443069242
B5,27,1.49045732535825,4.20434681732592,25.9156380144658,1.92322081164671,3.45805627523478,32.3113922074446,1.87120574651156,93.5602873255778,193,1.98619579599679,1.06145238154575,1.06145238154575,1.05783530140061,0.0596917589732896,0.0567013443069242,0.0566918207340571
B5,28,1.53256036407693,4.22124599215677,26.815738204696,1.93146490553379,3.99028820926903,32.086571793878,1.86099559326793,93.0497796633966,192,1.98619579599679,1.0672759264889,1.0672759264889,1.06066019741999,0.0686929083521924,0.0567013443069242,0.0554355613779052
B5,29,1.347172863519,4.20919369746418,28.119929585953,1.94273235660233,3.49479350521645,30.0397620704511,1.85652647603498,92.826323801749,191,1.98619579599679,1.06984512294096,1.06984512294096,1.06373974749077,0.0566537264425885,0.0566537264425885,0.0541793020217533
B5,30,1.41182607668213,4.24395309917854,28.1680717256344,1.95758026367802,3.13491658923482,29.577412866487,1.85775887429185,92.8879437145926,190,1.98619579599679,1.06913541013438,1.06913541013438,1.06607839458057,0.0504200475261649,0.0504200475261649,0.0529230426656015
B5,31,1.31253753944112,4.21232266283016,26.2560109626279,2.12856038527194,3.37455331883207,34.5235045272056,1.8399530815449,91.9976540772452,189,1.98619579599679,1.07948176283338,1.07948176283338,1.06943812078867,0.0688834109167641,0.0504200475261649,0.0516667833094496
B5,32,1.48805896798282,4.13766036856478,27.7379265104058,2.1363962979203,3.80128612010251,31.2072225676121,1.84402562137312,92.2012810686562,188,1.98619579599679,1.07709772194911,1.07709772194911,1.07256718886935,0.0703987575004272,0.0504200475261649,0.0504200475261649
B5,33,1.38035761612577,4.25779000393482,25.885686840754,2.11665724023238,3.22671701044595,35.5580246468904,1.83385494990254,91.6927474951272,187,1.98619579599679,1.08307137164929,1.08307137164929,1.07572627790142,0.0674600316959101,0.0504200475261649,0.0504200475261649
B5,34,1.41858885862746,4.17248658808338,26.5157072483967,2.03226413408198,3.52122611768247,32.7359391032193,1.82765201538653,91.3826007693265,186,1.98619579599679,1.08674724689138,1.08674724689138,1.07910670269151,0.065072331950037,0.0504200475261649,0.0504200475261649
B5,35,1.38006126258981,4.17218324870527,24.7952949366042,1.87589656508759,3.27014280634762,30.4026938168985,1.82434166285814,91.2170831429072,185,1.98619579599679,1.08871920015524,1.08871920015524,1.08302346069568,0.0518066096334617,0.0504200475261649,0.0504200475261649
B5,36,1.69645379849399,4.25139561562549,24.3360947698921,1.9484446060319,3.37463352025454,37.010723340816,1.82502317603798,91.2511588018989,184,1.98619579599679,1.08831264286118,1.08831264286118,1.08478963670124,0.0675989191092334,0.0504200475261649,0.0504200475261649
B5,37,1.39370658355755,4.20953079829695,26.1122701122391,1.9851772836459,3.8882148636222,34.0829430415882,1.81105817016926,90.552908508463,183,1.98619579599679,1.09670458338241,1.09670458338241,1.0887110089879,0.0730775773120864,0.0504200475261649,0.0504200475261649
B5,38,1.46108344160997,4.30168801845267,25.2919838343747,1.86931396564466,3.59433826571455,32.4129711849531,1.81049855647976,90.5249278239881,182,1.98619579599679,1.09704356785495,1.09704356785495,1.09150544822903,0.06049472953965,0.0504200475261649,0.0504200475261649
B5,39,1.44347568486728,4.10197728420521,26.6205247642069,2.01782085568111,3.6368736491011,33.2959522979128,1.80973145162666,90.4865725813329,181,1.98619579599679,1.09750858018825,1.09750858018825,1.09365771488841,0.0678734241671912,0.0504200475261649,0.0504200475261649
B5,40,1.48786752322351,4.22681300812515,26.9655582482031,1.98906243442255,3.73974806142667,31.0953353876113,1.7985583490057,89.9279174502848,180,1.98619579599679,1.10432658306295,1.10432658306295,1.09677919146995,0.0642515347130478,0.0504200475261649,0.0504200475261649
B5,41,1.24056061511205,4.2133466723974,26.1103705512989,2.13646100669999,3.73345867925637,33.9344369660082,1.79209446512118,89.604723256059,179,1.98619579599679,1.1083097652793,1.1083097652793,1.10077861595357,0.075187296096754,0.0504200475261649,0.0504200475261649
B5,42,1.31730247588842,4.12081664420633,28.724750331685,1.90819534697728,3.65156894786132,33.7161904734551,1.78612008063251,89.3060040316254,178,1.98619579599679,1.11201694529599,1.11201694529599,1.10384108833629,0.0652586876152322,0.0504200475261649,0.0504200475261649
B5,43,1.52063181639205,4.17802130371853,26.8916447976608,2.0202052960953,3.65755776319931,33.4439904284194,1.77499052422634,88.7495262113171,177,1.98619579599679,1.11898952072576,1.11898952072576,1.10823027891045,0.0686439535237486,0.0504200475261649,0.0504200475261649
B5,45,1.53259915848197,4.21571330348046,27.2186145520203,2.06872869092398,3.53642545921924,34.5573461166794,1.76521675950044,88.2608379750219,175,1.98619579599679,1.12518521326463,1.12518521326463,1.1167757782113,0.0702272929732014,0.0504200475261649,0.0504200475261649
B5,46,1.28288286167704,4.24116320437702,26.2757049733849,2.06920877972769,3.94260033879174,31.9220360355653,1.76473752468524,88.2368762342621,174,1.98619579599679,1.12549077027818,1.12549077027818,1.12021197921108,0.0723394412776502,0.0504200475261649,0.0504200475261649
B5,47,1.39937437774023,4.14724744904297,27.8070745830969,1.95571005739151,4.00319714442079,33.7874337248721,1.76439112986645,88.2195564933224,173,1.98619579599679,1.12571173271945,1.12571173271945,1.12295093669577,0.0734791550169972,0.0504200475261649,0.0504200475261649
B5,48,1.27690571459191,4.2521550286292,28.7624157884057,1.95098464686324,4.02000553309016,32.213035707088,1.76952303650911,88.4761518254553,172,1.98619579599679,1.12244698431004,1.12244698431004,1.12364242941263,0.0701794007984146,0.0504200475261649,0.0504200475261649
B5,49,1.38340207600023,4.27219163929827,24.893404353199,2.02813806089747,3.77893725960714,31.3168806120273,1.75999571374341,87.9997856871707,171,1.98619579599679,1.12852308700927,1.12852308700927,1.12547155751631,0.0666719554184749,0.0504200475261649,0.0504200475261649
B5,50,1.37975809593991,4.18283033027136,25.440809477401,1.97462758030038,3.7662835291727,32.5070279004578,1.74809405935325,87.4047029676624,170,1.98619579599679,1.1362064789189,1.1362064789189,1.12767581064717,0.0671541680097599,0.0504200475261649,0.0504200475261649
B5,51,1.45593549589577,4.21049227291933,26.1742342344323,1.89436140648946,4.00847181918982,34.1437625142772,1.73982431439465,86.9912157197325,169,1.98619579599679,1.1416071034091,1.1416071034091,1.13089907727335,0.0720195740238708,0.0504200475261649,0.0504200475261649
B5,52,1.3800372305246,4.23895686662389,28.6246196627174,1.98415952768635,2.87141989809298,33.8096141464383,1.73718518332325,86.8592591661626,168,1.98619579599679,1.14334143248746,1.14334143248746,1.13442501722695,0.0535070497877198,0.0504200475261649,0.0504200475261649
B5,53,1.45106010287701,4.23466028731904,26.5791103767068,2.07255737053874,3.76509855399164,33.1357814043548,1.72998714686561,86.4993573432803,167,1.98619579599679,1.14809858535388,1.14809858535388,1.13955533743572,0.0718253292535452,0.0504200475261649,0.0504200475261649
B5,54,1.43695392706443,4.21043435253473,26.6589835722484,1.94707517310382,4.00942991307479,29.5382732911524,1.73232385806945,86.6161929034726,166,1.98619579599679,1.14654992872422,1.14654992872422,1.14316070577871,0.0640542497685299,0.0504200475261649,0.0504200475261649
B5,55,1.35184571474577,4.2261166178057,26.4611983036629,1.9927624632413,3.23078741783564,31.2951489042183,1.72093416186621,86.0467080933106,165,1.98619579599679,1.15413816519449,1.15413816519449,1.14674704303383,0.0559678261012745,0.0504200475261649,0.0504200475261649
B5,56,1.49339731653321,4.20167101318499,24.4307188429483,1.98762764311776,3.73745698094689,34.0214154475596,1.71389190585894,85.6945952929471,164,1.98619579599679,1.15888043417848,1.15888043417848,1.15020170918771,0.0702038788619401,0.0504200475261649,0.0504200475261649
B5,57,1.46364840730531,4.16191750519218,27.301732440741,1.91193305274756,3.82623418701333,34.9394154473908,1.71389918458179,85.6949592290893,163,1.98619579599679,1.15887551255324,1.15887551255324,1.15330852520086,0.0709998388406436,0.0504200475261649,0.0504200475261649
B5,58,1.17385656745321,4.28217188850392,26.6199093536705,1.94545564503814,3.30860175529328,29.5923160840555,1.7038543639382,85.1927181969102,162,1.98619579599679,1.1657074912236,1.1657074912236,1.15683030637481,0.0529105512006356,0.0504200475261649,0.0504200475261649
B5,59,1.37591790056822,4.25293761681584,28.7254267942065,1.95723686539498,3.4143317767067,33.7297408359325,1.70098160942306,85.0490804711531,161,1.98619579599679,1.16767623176741,1.16767623176741,1.16105556698345,0.0626122932742286,0.0504200475261649,0.0504200475261649
B5,60,1.44110427927832,4.10370331241296,25.5235653812187,2.14908496674047,3.31211859442497,33.1197640737359,1.70950799300196,85.475399650098,160,1.98619579599679,1.16185230143847,1.16185230143847,1.16259839423224,0.0654853568896873,0.0504200475261649,0.0504200475261649
B5,61,1.4785204476959,4.13704126507105,26.3024092053131,2.10372665807263,3.27469742402036,31.9503065097078,1.6918244345927,84.5912217296352,159,1.98619579599679,1.1739964002086,1.1739964002086,1.16562158743827,0.0611410674249914,0.0504200475261649,0.0504200475261649
B5,63,1.59351976938143,4.24425576911794,27.7416375294505,2.10970280876508,3.33791696391255,31.7563142470824,1.68291798876767,84.1458994383834,157,1.98619579599679,1.18020949877136,1.18020949877136,1.17092753314753,0.0621189920067504,0.0504200475261649,0.0504200475261649
B5,64,1.4647216465946,4.19675753430304,25.875028692568,1.97895147900579,3.24646045240648,31.8884350280746,1.67208038872447,83.6040194362235,156,1.98619579599679,1.18785903440441,1.18785903440441,1.17496409367493,0.0569083466373419,0.0504200475261649,0.0504200475261649
B5,65,1.3656212350007,4.22542968522503,28.0397940294826,2.1825444842157,3.43246431953188,32.9614916007304,1.67380740602448,83.6903703012239,155,1.98619579599679,1.18663341364601,1.18663341364601,1.17992031611643,0.068592003981288,0.0504200475261649,0.0504200475261649
B5,66,1.46046725056692,4.24843559915186,25.0088231936665,2.00330795713526,3.69284304877844,35.3366857124091,1.67165933088372,83.5829665441859,154,1.98619579599679,1.18815823254299,1.18815823254299,1.18275268258331,0.0726159258616303,0.0504200475261649,0.0504200475261649
B5,67,1.23616608516527,4.23618026483151,24.4399079648108,1.95996665502927,3.30028403266585,30.2855226129264,1.66637809615924,83.3189048079621,153,1.98619579599679,1.19192385004021,1.19192385004021,1.18695680588099,0.0544167465209327,0.0504200475261649,0.0504200475261649
B5,68,1.19463610465785,4.23771834874883,29.242262757816,2.03431272373124,3.80860100996296,34.7631938165023,1.66431826655789,83.2159133278947,152,1.98619579599679,1.19339902463764,1.19339902463764,1.18959471105425,0.0748170125284335,0.0504200475261649,0.0504200475261649
B5,69,1.27973944140445,4.21900019828866,27.6545453634363,2.04153742529986,3.44915317783892,32.2301737398671,1.6559072982464,82.7953649123201,151,1.98619579599679,1.19946074161287,1.19946074161287,1.19191505249594,0.0630419986838151,0.0504200475261649,0.0504200475261649
B5,70,1.45699905206181,4.25796337733461,27.0961510849863,1.98033371501618,3.53419273392028,35.11237916165,1.64419517004945,82.2097585024725,150,1.98619579599679,1.2080048841994,1.2080048841994,1.19618934660662,0.0682631567512202,0.0504200475261649,0.0504200475261649
B5,71,1.42774568758964,4.14548133692643,28.4896220919349,1.96699308449041,3.70815530105755,37.0550793553532,1.63818973667093,81.9094868335463,149,1.98619579599679,1.21243330460187,1.21243330460187,1.2010443610184,0.0750768416716053,0.0504200475261649,0.0504200475261649
B5,72,1.38230741709743,4.21610148539927,25.9239631396615,2.11022294913726,3.86125291535426,35.4217075088553,1.6416763215833,82.0838160791648,148,1.98619579599679,1.20985834411087,1.20985834411087,1.20463125983253,0.080172159683553,0.0504200475261649,0.0504200475261649
B5,73,1.46650444186643,4.20718338488049,25.8044913491964,2.02175524075513,3.7084854898623,33.3977813390251,1.6374274527984,81.8713726399199,147,1.98619579599679,1.2129977377638,1.2129977377638,1.20855100245776,0.0695569095559277,0.0504200475261649,0.0504200475261649
B5,74,1.34303263933784,4.13489547324973,25.9251902441083,2.0924207916232,3.81928854544529,33.1021830388842,1.63366209455293,81.6831047276466,146,1.98619579599679,1.21579352463358,1.21579352463358,1.2118175590619,0.0734827891377019,0.0504200475261649,0.0504200475261649
B5,75,1.52150357350917,4.14397890588643,26.5586773008985,1.75713730896529,3.51358791329988,30.9821659120474,1.62859206886763,81.4296034433815,145,1.98619579599679,1.21957845304859,1.21957845304859,1.21413227283174,0.0531331787878372,0.0504200475261649,0.0504200475261649
B5,76,1.37970397981646,4.20742480132159,26.810051779017,2.17241083171896,3.36105642826736,32.3512916395855,1.61907039407484,80.953519703742,144,1.98619579599679,1.22675073503011,1.22675073503011,1.21699575891739,0.0656155672004421,0.0504200475261649,0.0504200475261649
B5,77,1.34088738276362,4.22988832068383,24.380107338174,2.07205562374694,3.31149568483813,33.4145613467897,1.61885142504917,80.9425712524586,143,1.98619579599679,1.22691666774575,1.22691666774575,1.22040742364437,0.0636881841558593,0.0504200475261649,0.0504200475261649
B5,78,1.46507889070931,4.2618129677526,26.0213584931143,1.98992656582214,3.43051485465532,32.9493012784253,1.6209557307115,81.0477865355749,142,1.98619579599679,1.22532389895989,1.22532389895989,1.22287265588359,0.0624798621686276,0.0504200475261649,0.0504200475261649
B5,79,1.38077392350761,4.19352694353875,28.0997811379185,2.07065937292532,3.37517615815877,34.4652124040963,1.60649119430673,80.3245597153366,141,1.98619579599679,1.23635647866338,1.23635647866338,1.22698524668954,0.0669088500362045,0.0504200475261649,0.0504200475261649
B5,80,1.40477387250965,4.14187797069762,26.5658732219445,1.92300431184333,3.47417682220524,30.9464051335604,1.59977337294956,79.9886686474782,140,1.98619579599679,1.24154822775601,1.24154822775601,1.23137920163103,0.0574301410128615,0.0504200475261649,0.0504200475261649
B5,81,1.29950394997341,4.24812594699231,26.0288190089589,1.90508892025542,3.54394936631535,29.8489375618696,1.59841542096694,79.9207710483472,139,1.98619579599679,1.2426029991598,1.2426029991598,1.23454965445697,0.0559795156273686,0.0504200475261649,0.0504200475261649
B5,82,1.4384203517418,4.21375252360509,27.3954924351549,2.0167790711757,3.04444931996066,34.2327354915466,1.59474251116206,79.7371255581031,138,1.98619579599679,1.24546488357515,1.24546488357515,1.23825929762284,0.0583856579144505,0.0504200475261649,0.0504200475261649
B5,83,1.40611961637067,4.1922874540846,25.3662708506238,2.13249358542756,3.11667893205371,34.7762810236769,1.59030424971457,79.5152124857285,137,1.98619579599679,1.24894075857074,1.24894075857074,1.24298266954502,0.0642037558662489,0.0504200475261649,0.0504200475261649
B5,84,1.3625618903114,4.21655114807812,25.9536723059991,2.0358416091891,3.59776446774411,32.3012597941798,1.57802287105306,78.9011435526528,136,1.98619579599679,1.25866096900823,1.25866096900823,1.24744356761399,0.0657194128412278,0.0504200475261649,0.0504200475261649
B5,85,1.25546722742524,4.10301384116224,26.5089964173777,1.89823211009194,3.49982910633443,32.9895095301533,1.57399849133778,78.6999245668889,135,1.98619579599679,1.2618790976786,1.2618790976786,1.2515097415985,0.0608792806506547,0.0504200475261649,0.0504200475261649
B5,86,1.29435316895593,4.19628225051087,29.6681516876241,1.80671073723902,3.50028737478251,33.7522308878605,1.57167957839035,78.5839789195173,134,1.98619579599679,1.26374091978149,1.26374091978149,1.25573732572284,0.0592914825253117,0.0504200475261649,0.0504200475261649
B5,87,1.60507178677691,4.27911671858241,28.3016593671443,1.98406414295698,3.12979675852749,31.9204891949003,1.56896570603116,78.4482853015578,133,1.98619579599679,1.26592683852922,1.26592683852922,1.25982971671366,0.0550603391964094,0.0504200475261649,0.0504200475261649
B5,88,1.65455030815585,4.27455035205853,27.678481757485,1.95401685426335,3.65448639068979,36.2329864451622,1.56204200963793,78.1021004818965,132,1.98619579599679,1.27153801481766,1.27153801481766,1.26434916796304,0.0718714298525421,0.0504200475261649,0.0504200475261649
B5,89,1.30280422886989,4.29364284342818,24.028171074912,2.0602325917449,3.52746318635458,34.3861562292776,1.55939717237415,77.9698586187072,131,1.98619579599679,1.27369462455345,1.27369462455345,1.26735589907208,0.0694160463545137,0.0504200475261649,0.0504200475261649
B5,90,1.25546117122433,4.22171648106072,27.6301502106171,1.98485600356015,3.64374370619238,32.4530040193381,1.54986331398853,77.4931656994267,130,1.98619579599679,1.28152965366047,1.28152965366047,1.27128601026846,0.0651972428352926,0.0504200475261649,0.0504200475261649
B5,91,1.46304543642079,4.20049940325673,26.22564367509,2.1737253223983,2.74969039664249,34.5338135231583,1.54438581260445,77.2192906302227,129,1.98619579599679,1.28607487830212,1.28607487830212,1.27575280197258,0.0573364104350792,0.0504200475261649,0.0504200475261649
B5,92,1.31539596412712,4.11055219094977,25.3507532066257,2.01604502481779,3.68832608159541,31.4622601601614,1.54029556912203,77.0147784561014,128,1.98619579599679,1.28949004062183,1.28949004062183,1.2804654423911,0.064985573189827,0.0504200475261649,0.0504200475261649
B5,93,1.32907858665201,4.23542821885614,29.9381501132298,1.88157766380829,3.57791252640639,33.3336796004181,1.5370306562508,76.8515328125402,127,1.98619579599679,1.29222913539123,1.29222913539123,1.28460366650582,0.0623350946860759,0.0504200475261649,0.0504200475261649
B5,94,1.51420220323287,4.17246237988372,27.9449546536674,2.1066115847155,3.71607496788917,32.841994123496,1.52352777928741,76.1763889643704,126,1.98619579599679,1.30368203520765,1.30368203520765,1.29060114863666,0.0714160709554209,0.0504200475261649,0.0504200475261649
B5,95,1.18484211382793,4.14987140643036,28.766163695051,2.06377233921328,3.12244162372575,33.9437314782904,1.52282406787441,76.1412033937205,125,1.98619579599679,1.3042844790135,1.3042844790135,1.29515211370727,0.0607593609417164,0.0504200475261649,0.0504200475261649
B5,96,1.47004823657506,4.18049769572629,24.0737753740316,2.01027748927091,3.49564252522023,34.5776324458892,1.5217115590988,76.0855779549402,124,1.98619579599679,1.30523802892913,1.30523802892913,1.29898474383267,0.0674956487888868,0.0504200475261649,0.0504200475261649
B5,97,1.28427697297585,4.19356609342135,30.9130769387222,2.01200969568791,3.69962213739664,32.4748052612936,1.51413532517264,75.7067662586319,123,1.98619579599679,1.31176900966255,1.31176900966255,1.30344053764081,0.0671477544138166,0.0504200475261649,0.0504200475261649
B5,98,1.27400011145645,4.2108520892633,26.6783254411296,2.07129483902112,3.24419608377598,32.6136679120372,1.50911735392548,75.4558676962739,122,1.98619579599679,1.31613077725887,1.31613077725887,1.30822086601434,0.0608760076143396,0.0504200475261649,0.0504200475261649
B5,99,1.40829415002621,4.19536497190129,27.5056756146971,2.00418830729421,3.50605931562754,34.3857813172342,1.50768815090643,75.3844075453215,121,1.98619579599679,1.31737839473148,1.31737839473148,1.31096013791911,0.0671172539561559,0.0504200475261649,0.0504200475261649
B5,100,1.23349883757379,4.19289869841515,27.5935181223436,2.01324775795521,3.02733867004444,32.8367752300957,1.50016830796047,75.0084153980237,120,1.98619579599679,1.32398197286082,1.32398197286082,1.31489963668857,0.0555925034868712,0.0504200475261649,0.0504200475261649
B5,101,1.29919411806891,4.22958475997323,26.3635951773096,1.97733677398315,3.21288169740102,33.7408062264387,1.50333963348255,75.1669816741274,119,1.98619579599679,1.32118900597045,1.32118900597045,1.31808983209684,0.0595426737739807,0.0504200475261649,0.0504200475261649
B5,102,1.51065596204347,4.19530849917978,26.5243178436121,2.01244785684887,3.50496292530708,32.3563393665223,1.49498193412547,74.7490967062737,118,1.98619579599679,1.32857511563086,1.32857511563086,1.3214510532905,0.0633964509560067,0.0504200475261649,0.0504200475261649
B5,103,1.43251431287539,4.25706475449197,26.0409121341432,1.92486111042796,4.06777726308804,35.3734251264615,1.4877968536674,74.3898426833697,117,1.98619579599679,1.33499125979522,1.33499125979522,1.32522314979777,0.0769362785614491,0.0504200475261649,0.0504200475261649
B5,104,1.40659419771905,4.17797184325537,27.7409356370275,1.98206600883811,3.81854727707935,32.727782369022,1.47128341480899,73.5641707404497,116,1.98619579599679,1.34997497831147,1.34997497831147,1.33174246651376,0.0688066420218695,0.0504200475261649,0.0504200475261649
B5,105,1.4164668231898,4.24939765607554,28.3602926276169,1.97449442782512,3.41280507982824,32.7408842487023,1.47405297174302,73.7026485871512,115,1.98619579599679,1.34743854805175,1.34743854805175,1.33643378155195,0.0612851566691343,0.0504200475261649,0.0504200475261649
B5,106,1.33546630894964,4.19080865684642,27.6440964331464,2.07899675464754,3.76250700326622,33.0822595181311,1.47268841660894,73.6344208304469,114,1.98619579599679,1.34868704988546,1.34868704988546,1.34193339033495,0.07188260241721,0.0504200475261649,0.0504200475261649
B5,107,1.55054295091373,4.20679569683524,25.3711602346245,2.15292695553108,3.55060203064828,34.830137822004,1.45799640721279,72.8998203606393,113,1.98619579599679,1.36227756541167,1.36227756541167,1.34867388029111,0.0739578001341206,0.0504200475261649,0.0504200475261649
B5,108,1.31425049705406,4.10647762938747,26.8463775265562,1.98688440609307,3.73446310602723,32.5851078062874,1.46215530309965,73.1077651549827,112,1.98619579599679,1.35840275775509,1.35840275775509,1.35335617988309,0.0671610436003826,0.0504200475261649,0.0504200475261649
